InvoiceNo,StockCode,Quantity,InvoiceDate,UnitPrice,CustomerID,TotalAmount
INV767693,PROD039,10,2023-05-12,43.03,C0076,430.3
INV712614,PROD002,7,2023-03-17,29.37,C0117,205.59
INV525558,PROD017,12,2023-09-22,36.2,C0007,434.40000000000003
INV263448,PROD040,6,2023-11-26,48.63,C0245,291.78000000000003
INV608817,PROD033,11,2023-07-13,26.41,C0301,290.51
INV498325,PROD011,17,2023-09-05,24.36,C0332,414.12
INV316456,PROD043,3,2023-06-08,17.45,C0008,52.349999999999994
INV781570,PROD010,9,2023-03-03,30.63,C0115,275.67
INV112793,PROD023,16,2023-11-23,23.24,C0101,371.84
INV481220,PROD048,17,2023-04-14,44.96,C0431,764.32
INV632064,PROD003,13,2023-06-18,31.51,C0341,409.63
INV183306,PROD018,18,2023-10-03,48.1,C0035,865.8000000000001
INV356578,PROD004,15,2023-05-07,28.55,C0497,428.25
INV999177,PROD048,6,2023-11-30,34.64,C0132,207.84
INV378673,PROD015,15,2023-11-08,9.28,C0126,139.2
INV238987,PROD018,3,2023-02-02,37.28,C0283,111.84
INV714127,PROD020,2,2023-05-05,10.78,C0268,21.56
INV919370,PROD038,16,2023-10-02,23.48,C0390,375.68
INV563363,PROD021,3,2023-03-01,10.22,C0027,30.660000000000004
INV325437,PROD031,7,2023-10-29,5.44,C0043,38.080000000000005
INV550631,PROD032,10,2023-10-25,28.68,C0307,286.8
INV717545,PROD008,15,2023-04-10,38.98,C0441,584.6999999999999
INV363976,PROD041,20,2023-01-01,37.9,C0413,758.0
INV285107,PROD027,20,2023-11-20,13.9,C0387,278.0
INV414192,PROD033,16,2023-11-27,25.95,C0169,415.2
INV688528,PROD035,8,2023-12-14,17.39,C0136,139.12
INV611265,PROD020,15,2023-04-04,6.02,C0258,90.3
INV287480,PROD021,17,2023-03-25,23.79,C0004,404.43
INV564727,PROD049,14,2023-02-18,33.81,C0034,473.34000000000003
INV916622,PROD041,18,2023-04-10,41.22,C0176,741.96
INV420218,PROD049,8,2023-09-14,11.05,C0056,88.4
INV739135,PROD034,16,2023-06-03,5.59,C0164,89.44
INV903625,PROD037,5,2023-04-09,16.53,C0108,82.65
INV441501,PROD011,6,2023-03-22,30.7,C0203,184.2
INV917632,PROD034,16,2023-08-02,32.85,C0490,525.6
INV997830,PROD018,8,2023-08-30,46.68,C0372,373.44
INV862010,PROD020,12,2023-06-20,7.68,C0428,92.16
INV690648,PROD048,11,2023-08-06,22.76,C0182,250.36
INV157994,PROD049,14,2023-07-26,0.78,C0202,10.92
INV579083,PROD027,12,2023-03-13,32.47,C0496,389.64
INV318742,PROD018,1,2023-04-14,41.02,C0393,41.02
INV124829,PROD046,9,2023-07-11,15.09,C0339,135.81
INV874915,PROD028,13,2023-10-14,16.62,C0165,216.06
INV212024,PROD014,20,2023-05-21,25.4,C0103,508.0
INV856300,PROD016,6,2023-09-03,16.61,C0039,99.66
INV821211,PROD031,2,2023-07-19,39.17,C0304,78.34
INV714585,PROD046,16,2023-11-07,12.87,C0492,205.92
INV389455,PROD004,4,2023-06-25,3.28,C0193,13.12
INV594761,PROD024,15,2023-02-26,46.22,C0276,693.3
INV964352,PROD048,3,2023-07-31,16.57,C0069,49.71
INV689128,PROD010,19,2023-04-13,15.29,C0078,290.51
INV899840,PROD029,8,2023-10-07,16.73,C0046,133.84
INV823066,PROD017,18,2023-05-30,26.79,C0339,482.21999999999997
INV845959,PROD009,3,2023-12-25,43.6,C0012,130.8
INV883572,PROD021,12,2023-08-17,45.3,C0379,543.5999999999999
INV583187,PROD014,6,2023-04-27,16.4,C0453,98.39999999999999
INV371608,PROD022,7,2023-12-27,34.04,C0186,238.28
INV530732,PROD039,1,2023-11-25,7.44,C0131,7.44
INV163214,PROD026,16,2023-09-28,40.01,C0219,640.16
INV133642,PROD033,12,2023-08-12,1.3,C0468,15.600000000000001
INV396376,PROD033,11,2023-09-09,39.61,C0492,435.71
INV196619,PROD022,3,2023-10-17,36.85,C0295,110.55000000000001
INV987409,PROD036,4,2023-09-20,26.82,C0499,107.28
INV781756,PROD006,19,2023-11-09,46.16,C0436,877.04
INV957479,PROD049,3,2023-08-09,38.47,C0098,115.41
INV782039,PROD030,15,2023-03-19,44.52,C0142,667.8000000000001
INV576102,PROD005,6,2023-06-23,32.57,C0170,195.42000000000002
INV702656,PROD045,14,2023-07-25,44.53,C0271,623.4200000000001
INV108952,PROD001,20,2023-01-10,41.5,C0151,830.0
INV712763,PROD021,14,2023-04-25,7.95,C0116,111.3
INV310062,PROD021,18,2023-12-07,23.16,C0346,416.88
INV260017,PROD037,12,2023-10-23,44.72,C0395,536.64
INV127498,PROD010,7,2023-02-21,15.77,C0097,110.39
INV465449,PROD039,2,2023-10-04,39.08,C0274,78.16
INV790138,PROD005,11,2023-04-28,43.59,C0489,479.49
INV344296,PROD013,10,2023-05-19,8.58,C0107,85.8
INV229090,PROD014,12,2023-08-14,1.85,C0480,22.200000000000003
INV498895,PROD025,1,2023-04-17,22.48,C0428,22.48
INV908435,PROD029,15,2023-04-16,20.26,C0026,303.90000000000003
INV631316,PROD038,4,2023-03-31,5.1,C0195,20.4
INV226204,PROD038,17,2023-04-18,6.52,C0468,110.83999999999999
INV535293,PROD032,20,2023-06-12,18.24,C0482,364.79999999999995
INV601197,PROD014,3,2023-07-04,40.09,C0098,120.27000000000001
INV107608,PROD033,4,2023-01-09,47.27,C0131,189.08
INV471910,PROD027,13,2023-02-21,48.1,C0195,625.3000000000001
INV415300,PROD020,3,2023-11-30,21.99,C0185,65.97
INV594258,PROD045,3,2023-07-19,32.7,C0118,98.10000000000001
INV285973,PROD018,11,2023-05-08,2.75,C0009,30.25
INV828833,PROD001,5,2023-03-13,26.17,C0290,130.85000000000002
INV875788,PROD049,2,2023-04-18,3.53,C0241,7.06
INV539604,PROD019,12,2023-03-22,31.07,C0339,372.84000000000003
INV290436,PROD012,17,2023-12-09,48.28,C0089,820.76
INV420932,PROD008,6,2023-04-15,1.98,C0187,11.879999999999999
INV752123,PROD041,12,2023-05-16,45.49,C0207,545.88
INV135885,PROD002,1,2023-08-29,16.91,C0165,16.91
INV899541,PROD010,14,2023-07-13,2.8,C0377,39.199999999999996
INV115664,PROD047,17,2023-02-21,8.9,C0307,151.3
INV217871,PROD015,3,2023-02-03,21.28,C0179,63.84
INV561809,PROD031,15,2023-10-02,49.18,C0496,737.7
INV369338,PROD039,1,2023-08-29,15.92,C0069,15.92
INV800901,PROD021,18,2023-11-11,18.6,C0066,334.8
INV305821,PROD007,16,2023-10-20,24.89,C0367,398.24
INV336508,PROD015,17,2023-03-15,6.93,C0065,117.81
INV744889,PROD006,4,2023-05-25,36.0,C0338,144.0
INV415734,PROD016,8,2023-12-04,12.91,C0054,103.28
INV642013,PROD046,15,2023-09-24,33.58,C0169,503.7
INV793320,PROD018,5,2023-07-11,16.73,C0296,83.65
INV762574,PROD038,2,2023-07-17,37.52,C0075,75.04
INV135771,PROD013,6,2023-11-21,1.21,C0025,7.26
INV699876,PROD016,6,2023-01-06,20.14,C0428,120.84
INV525362,PROD031,12,2023-10-23,9.79,C0247,117.47999999999999
INV561229,PROD014,15,2023-10-07,31.25,C0232,468.75
INV453737,PROD048,9,2023-09-21,32.95,C0061,296.55
INV909508,PROD012,9,2023-09-07,17.38,C0173,156.42
INV900345,PROD030,4,2023-06-25,33.57,C0282,134.28
INV773492,PROD017,3,2023-08-07,39.21,C0266,117.63
INV970399,PROD035,5,2023-08-23,5.18,C0014,25.9
INV464510,PROD008,18,2023-03-06,35.78,C0057,644.04
INV629241,PROD029,14,2023-02-12,27.89,C0158,390.46000000000004
INV332634,PROD026,17,2023-12-15,10.15,C0094,172.55
INV651105,PROD002,7,2023-07-01,36.8,C0398,257.59999999999997
INV149278,PROD010,19,2023-09-26,43.07,C0308,818.33
INV656657,PROD035,12,2023-12-22,27.2,C0410,326.4
INV765748,PROD024,6,2023-03-26,5.46,C0086,32.76
INV667092,PROD040,8,2023-03-19,42.24,C0325,337.92
INV151288,PROD040,14,2023-05-23,42.99,C0483,601.86
INV541727,PROD026,10,2023-09-25,19.79,C0492,197.89999999999998
INV100370,PROD031,15,2023-06-03,16.44,C0458,246.60000000000002
INV869089,PROD017,18,2023-04-17,33.57,C0039,604.26
INV247118,PROD039,3,2023-07-30,3.43,C0314,10.290000000000001
INV510243,PROD031,6,2023-05-05,38.35,C0074,230.10000000000002
INV360647,PROD011,14,2023-04-10,19.85,C0403,277.90000000000003
INV247262,PROD023,3,2023-05-22,11.7,C0428,35.099999999999994
INV804975,PROD026,4,2023-10-27,36.44,C0458,145.76
INV897530,PROD014,15,2023-05-22,7.55,C0078,113.25
INV207596,PROD001,4,2023-09-26,26.27,C0168,105.08
INV559561,PROD041,20,2023-12-05,23.82,C0396,476.4
INV261141,PROD008,18,2023-08-21,37.27,C0153,670.86
INV500033,PROD049,11,2023-01-21,43.82,C0037,482.02
INV713394,PROD017,4,2023-08-07,31.53,C0430,126.12
INV648236,PROD046,16,2023-04-26,38.04,C0087,608.64
INV353013,PROD006,20,2023-07-05,48.01,C0053,960.1999999999999
INV542157,PROD043,16,2023-08-10,41.92,C0446,670.72
INV983241,PROD041,4,2023-05-24,43.33,C0030,173.32
INV632491,PROD047,9,2023-11-24,45.28,C0371,407.52
INV113554,PROD027,9,2023-02-12,49.16,C0169,442.43999999999994
INV332142,PROD046,16,2023-09-11,12.52,C0052,200.32
INV611560,PROD028,9,2023-12-29,5.65,C0303,50.85
INV799984,PROD039,19,2023-09-23,19.1,C0288,362.90000000000003
INV203365,PROD003,20,2023-11-26,5.84,C0196,116.8
INV478222,PROD007,4,2023-05-03,48.35,C0295,193.4
INV853180,PROD044,20,2023-07-21,21.38,C0298,427.59999999999997
INV993631,PROD003,12,2023-08-14,32.53,C0382,390.36
INV952660,PROD037,17,2023-07-24,2.35,C0236,39.95
INV326533,PROD041,14,2023-01-14,33.62,C0413,470.67999999999995
INV203603,PROD012,1,2023-06-18,31.71,C0291,31.71
INV476007,PROD027,1,2023-05-10,36.59,C0150,36.59
INV390070,PROD044,12,2023-05-08,17.94,C0420,215.28000000000003
INV375957,PROD004,11,2023-11-22,23.18,C0229,254.98
INV779778,PROD011,7,2023-10-08,28.14,C0394,196.98000000000002
INV985752,PROD048,13,2023-03-30,37.79,C0165,491.27
INV875798,PROD006,11,2023-10-03,17.91,C0256,197.01
INV857009,PROD015,11,2023-02-21,41.52,C0413,456.72
INV770538,PROD041,13,2023-09-12,15.99,C0047,207.87
INV609021,PROD049,13,2023-12-29,10.51,C0096,136.63
INV276730,PROD022,15,2023-03-23,44.84,C0180,672.6
INV630704,PROD002,4,2023-06-08,9.89,C0166,39.56
INV664400,PROD042,18,2023-10-14,15.16,C0359,272.88
INV197898,PROD026,20,2023-04-12,34.93,C0092,698.6
INV524292,PROD046,20,2023-12-06,45.78,C0047,915.6
INV470985,PROD017,5,2023-09-30,35.94,C0437,179.7
INV743217,PROD009,13,2023-05-31,5.63,C0204,73.19
INV966264,PROD006,11,2023-08-15,49.97,C0292,549.67
INV127639,PROD016,18,2023-05-21,8.17,C0021,147.06
INV561746,PROD015,8,2023-04-26,12.64,C0254,101.12
INV121783,PROD014,5,2023-05-05,1.11,C0332,5.550000000000001
INV683346,PROD040,16,2023-08-01,41.98,C0440,671.68
INV709113,PROD037,7,2023-09-23,20.91,C0283,146.37
INV883068,PROD041,19,2023-07-18,44.49,C0205,845.3100000000001
INV552266,PROD046,12,2023-05-15,40.27,C0134,483.24
INV180782,PROD024,8,2023-07-02,16.35,C0190,130.8
INV358888,PROD045,5,2023-12-26,16.42,C0491,82.10000000000001
INV842762,PROD035,19,2023-09-17,6.87,C0408,130.53
INV338891,PROD035,11,2023-11-06,5.69,C0244,62.59
INV587888,PROD023,18,2023-04-25,41.14,C0369,740.52
INV621281,PROD037,2,2023-08-13,23.28,C0138,46.56
INV123189,PROD028,3,2023-03-29,47.68,C0303,143.04
INV599779,PROD029,18,2023-06-27,32.69,C0287,588.42
INV168590,PROD046,5,2023-07-01,3.66,C0445,18.3
INV848276,PROD047,9,2023-01-15,28.7,C0489,258.3
INV515494,PROD032,14,2023-03-10,35.36,C0307,495.03999999999996
INV807440,PROD043,15,2023-12-23,15.84,C0111,237.6
INV526919,PROD022,8,2023-09-18,28.71,C0156,229.68
INV739206,PROD035,19,2023-01-04,16.07,C0074,305.33
INV743668,PROD046,12,2023-02-06,29.58,C0028,354.96
INV360885,PROD034,14,2023-04-10,36.65,C0033,513.1
INV780952,PROD049,6,2023-01-16,41.87,C0308,251.21999999999997
INV523158,PROD032,4,2023-02-18,16.92,C0476,67.68
INV830244,PROD045,13,2023-07-15,40.34,C0294,524.4200000000001
INV472409,PROD009,11,2023-06-09,9.56,C0243,105.16000000000001
INV195142,PROD046,14,2023-09-13,44.01,C0091,616.14
INV778664,PROD017,13,2023-06-29,10.43,C0095,135.59
INV649314,PROD006,11,2023-02-18,22.86,C0325,251.45999999999998
INV162019,PROD002,20,2023-10-13,3.51,C0132,70.19999999999999
INV113189,PROD024,4,2023-09-28,8.84,C0350,35.36
INV690730,PROD021,13,2023-10-18,15.66,C0003,203.58
INV622401,PROD005,6,2023-11-14,9.83,C0192,58.980000000000004
INV816367,PROD035,7,2023-02-19,48.8,C0094,341.59999999999997
INV562104,PROD010,20,2023-04-01,19.02,C0468,380.4
INV131815,PROD012,17,2023-08-16,7.87,C0362,133.79
INV946415,PROD003,18,2023-03-03,44.47,C0319,800.46
INV289180,PROD020,10,2023-12-16,5.83,C0479,58.3
INV302542,PROD034,6,2023-09-12,45.06,C0303,270.36
INV790474,PROD010,20,2023-08-21,46.04,C0309,920.8
INV681395,PROD025,15,2023-12-09,47.23,C0281,708.4499999999999
INV957300,PROD022,8,2023-05-03,18.6,C0034,148.8
INV603760,PROD013,13,2023-01-31,2.56,C0252,33.28
INV195371,PROD043,19,2023-09-24,5.39,C0416,102.41
INV703022,PROD042,11,2023-10-16,45.64,C0340,502.04
INV774442,PROD035,17,2023-10-07,20.01,C0360,340.17
INV407189,PROD019,11,2023-04-12,7.21,C0103,79.31
INV186391,PROD041,14,2023-07-13,20.51,C0484,287.14000000000004
INV607620,PROD002,16,2023-10-15,5.66,C0252,90.56
INV908287,PROD025,10,2023-05-28,25.13,C0313,251.29999999999998
INV297215,PROD045,2,2023-01-22,26.61,C0351,53.22
INV669153,PROD006,10,2023-10-20,44.66,C0485,446.59999999999997
INV129321,PROD042,11,2023-10-01,37.09,C0089,407.99
INV154982,PROD020,13,2023-10-03,9.82,C0025,127.66
INV990472,PROD044,14,2023-09-26,37.06,C0422,518.84
INV324912,PROD033,12,2023-01-23,34.22,C0092,410.64
INV435869,PROD030,6,2023-12-31,44.67,C0051,268.02
INV771530,PROD046,7,2023-10-20,25.02,C0038,175.14
INV822877,PROD001,2,2023-04-16,46.14,C0314,92.28
INV953161,PROD019,1,2023-12-04,45.27,C0060,45.27
INV489843,PROD022,6,2023-04-27,49.36,C0469,296.15999999999997
INV358131,PROD026,2,2023-11-03,8.22,C0470,16.44
INV813446,PROD043,9,2023-08-05,44.16,C0319,397.43999999999994
INV872416,PROD046,10,2023-12-01,10.64,C0293,106.4
INV963559,PROD018,14,2023-08-01,34.67,C0468,485.38
INV956397,PROD025,9,2023-04-08,42.21,C0212,379.89
INV826163,PROD032,9,2023-11-17,30.21,C0399,271.89
INV333805,PROD003,15,2023-12-20,6.88,C0203,103.2
INV169730,PROD041,4,2023-09-08,6.21,C0037,24.84
INV813981,PROD035,11,2023-05-12,8.78,C0094,96.58
INV398534,PROD045,13,2023-05-27,14.6,C0367,189.79999999999998
INV514089,PROD037,9,2023-03-03,5.87,C0439,52.83
INV310541,PROD013,3,2023-09-12,27.96,C0422,83.88
INV216818,PROD034,2,2023-02-25,23.71,C0066,47.42
INV945581,PROD003,13,2023-12-22,9.63,C0118,125.19000000000001
INV874212,PROD016,14,2023-08-13,30.96,C0035,433.44
INV628083,PROD029,20,2023-12-06,38.57,C0074,771.4
INV696431,PROD013,7,2023-01-23,36.38,C0393,254.66000000000003
INV284055,PROD010,11,2023-05-09,43.04,C0008,473.44
INV510320,PROD030,7,2023-01-29,45.13,C0180,315.91
INV292899,PROD010,10,2023-04-26,25.53,C0195,255.3
INV126539,PROD013,11,2023-08-13,33.07,C0322,363.77
INV654231,PROD029,3,2023-11-05,42.25,C0447,126.75
INV159468,PROD036,6,2023-06-12,7.6,C0148,45.599999999999994
INV118310,PROD044,3,2023-10-01,20.79,C0058,62.37
INV488363,PROD047,6,2023-06-14,36.34,C0317,218.04000000000002
INV499731,PROD010,4,2023-01-04,34.37,C0020,137.48
INV225453,PROD037,2,2023-10-18,40.78,C0002,81.56
INV120754,PROD015,2,2023-02-07,28.4,C0439,56.8
INV818914,PROD031,19,2023-05-25,32.42,C0333,615.98
INV816052,PROD025,15,2023-05-02,45.56,C0316,683.4000000000001
INV577085,PROD040,9,2023-11-22,17.58,C0252,158.21999999999997
INV334713,PROD010,15,2023-07-04,27.05,C0246,405.75
INV369705,PROD019,6,2023-07-18,48.17,C0074,289.02
INV944576,PROD011,12,2023-08-10,37.13,C0452,445.56000000000006
INV667802,PROD010,2,2023-12-30,23.27,C0154,46.54
INV470085,PROD015,13,2023-11-17,6.69,C0437,86.97
INV869077,PROD026,14,2023-08-24,44.24,C0107,619.36
INV441847,PROD029,13,2023-06-22,23.44,C0232,304.72
INV357957,PROD026,5,2023-04-16,36.3,C0341,181.5
INV922215,PROD046,7,2023-12-04,28.64,C0112,200.48000000000002
INV493023,PROD024,15,2023-07-29,27.64,C0317,414.6
INV213927,PROD020,7,2023-08-29,19.95,C0330,139.65
INV532136,PROD042,15,2023-11-16,15.37,C0278,230.54999999999998
INV791694,PROD013,7,2023-03-22,17.22,C0027,120.53999999999999
INV124993,PROD034,14,2023-08-15,9.43,C0197,132.01999999999998
INV386596,PROD014,13,2023-03-30,28.59,C0356,371.67
INV521398,PROD044,19,2023-11-25,38.58,C0382,733.02
INV357633,PROD013,5,2023-08-28,20.86,C0295,104.3
INV431575,PROD048,5,2023-09-07,38.25,C0445,191.25
INV137016,PROD049,20,2023-11-18,26.76,C0313,535.2
INV155315,PROD007,3,2023-01-05,4.74,C0347,14.22
INV312868,PROD006,11,2023-07-02,46.61,C0170,512.71
INV480570,PROD010,7,2023-02-03,15.72,C0381,110.04
INV598165,PROD021,19,2023-08-17,45.27,C0320,860.1300000000001
INV941310,PROD046,6,2023-02-21,14.84,C0174,89.03999999999999
INV658162,PROD011,5,2023-03-02,8.58,C0288,42.9
INV759221,PROD040,14,2023-10-10,8.33,C0467,116.62
INV218867,PROD045,9,2023-05-08,34.65,C0241,311.84999999999997
INV242185,PROD010,15,2023-01-21,5.3,C0340,79.5
INV904402,PROD025,16,2023-03-29,19.28,C0451,308.48
INV699691,PROD038,12,2023-10-27,46.58,C0011,558.96
INV694315,PROD029,1,2023-12-10,48.53,C0094,48.53
INV285844,PROD022,3,2023-02-05,44.38,C0177,133.14000000000001
INV216362,PROD040,10,2023-03-18,34.03,C0070,340.3
INV406550,PROD043,7,2023-06-14,48.1,C0479,336.7
INV116730,PROD006,12,2023-09-11,30.34,C0365,364.08
INV992603,PROD038,14,2023-07-06,49.59,C0319,694.26
INV124583,PROD013,17,2023-09-24,14.37,C0130,244.29
INV834543,PROD021,6,2023-05-03,3.07,C0251,18.419999999999998
INV142420,PROD017,15,2023-06-22,49.81,C0157,747.1500000000001
INV678052,PROD048,15,2023-06-20,33.14,C0140,497.1
INV120145,PROD009,20,2023-10-21,1.03,C0017,20.6
INV507263,PROD025,7,2023-07-14,45.27,C0155,316.89000000000004
INV484611,PROD045,9,2023-06-21,34.99,C0019,314.91
INV238768,PROD033,14,2023-06-25,20.66,C0412,289.24
INV395322,PROD023,9,2023-09-08,27.84,C0483,250.56
INV944601,PROD006,15,2023-02-13,45.98,C0137,689.6999999999999
INV950138,PROD021,17,2023-01-12,44.84,C0342,762.2800000000001
INV491526,PROD049,4,2023-04-01,12.53,C0066,50.12
INV179074,PROD010,19,2023-02-14,40.17,C0034,763.23
INV747454,PROD047,1,2023-06-24,36.96,C0005,36.96
INV761654,PROD010,19,2023-08-24,31.49,C0037,598.31
INV838352,PROD022,4,2023-01-29,30.82,C0448,123.28
INV104027,PROD013,3,2023-02-16,9.69,C0072,29.07
INV505695,PROD044,8,2023-02-10,10.91,C0222,87.28
INV842640,PROD041,17,2023-04-12,10.04,C0165,170.67999999999998
INV720559,PROD039,6,2023-12-13,23.73,C0254,142.38
INV183422,PROD004,15,2023-01-04,9.65,C0443,144.75
INV703386,PROD013,9,2023-10-05,7.62,C0091,68.58
INV297340,PROD013,4,2023-02-08,35.29,C0499,141.16
INV976651,PROD021,8,2023-11-22,8.54,C0096,68.32
INV399266,PROD019,20,2023-11-24,20.91,C0304,418.2
INV656322,PROD028,9,2023-05-04,41.31,C0112,371.79
INV167793,PROD042,9,2023-03-24,14.43,C0004,129.87
INV749954,PROD005,16,2023-01-31,17.54,C0032,280.64
INV112581,PROD028,3,2023-08-17,33.86,C0387,101.58
INV831985,PROD044,3,2023-07-05,16.26,C0382,48.78
INV572684,PROD039,3,2023-06-13,28.68,C0349,86.03999999999999
INV900496,PROD048,16,2023-06-03,18.84,C0184,301.44
INV339192,PROD021,18,2023-04-08,49.96,C0251,899.28
INV587529,PROD011,2,2023-07-29,34.7,C0301,69.4
INV586144,PROD030,11,2023-07-26,46.21,C0451,508.31
INV539979,PROD030,15,2023-07-17,8.06,C0445,120.9
INV762902,PROD002,5,2023-07-15,39.52,C0487,197.60000000000002
INV281172,PROD026,12,2023-12-05,1.19,C0077,14.28
INV510299,PROD038,6,2023-01-09,11.24,C0078,67.44
INV621480,PROD010,9,2023-01-12,17.2,C0242,154.79999999999998
INV391157,PROD011,10,2023-10-09,41.57,C0201,415.7
INV553882,PROD013,16,2023-09-13,30.54,C0117,488.64
INV470534,PROD011,16,2023-01-31,48.47,C0223,775.52
INV599856,PROD007,3,2023-12-28,47.67,C0493,143.01
INV942658,PROD019,5,2023-09-11,12.14,C0312,60.7
INV762184,PROD027,16,2023-06-07,1.14,C0111,18.24
INV741337,PROD022,10,2023-08-08,34.36,C0082,343.6
INV859962,PROD039,5,2023-06-24,26.72,C0063,133.6
INV166191,PROD045,5,2023-08-31,18.79,C0192,93.94999999999999
INV442046,PROD029,12,2023-04-18,21.14,C0010,253.68
INV925026,PROD015,11,2023-09-01,31.88,C0353,350.68
INV832251,PROD036,11,2023-06-19,29.07,C0144,319.77
INV340047,PROD009,11,2023-10-21,39.19,C0100,431.09
INV612321,PROD038,20,2023-05-08,12.23,C0363,244.60000000000002
INV502803,PROD031,1,2023-02-18,16.02,C0289,16.02
INV614788,PROD010,20,2023-09-28,16.42,C0385,328.40000000000003
INV915197,PROD039,9,2023-07-19,3.81,C0237,34.29
INV596759,PROD018,5,2023-01-31,18.51,C0099,92.55000000000001
INV605993,PROD015,1,2023-11-14,16.7,C0127,16.7
INV429429,PROD010,9,2023-09-06,47.86,C0288,430.74
INV297336,PROD035,7,2023-11-27,41.29,C0310,289.03
INV871222,PROD039,20,2023-02-01,6.46,C0491,129.2
INV360284,PROD013,17,2023-05-25,40.04,C0454,680.68
INV412661,PROD025,14,2023-01-06,35.18,C0405,492.52
INV783288,PROD014,5,2023-01-15,15.16,C0134,75.8
INV913482,PROD049,14,2023-08-27,4.4,C0330,61.60000000000001
INV264603,PROD010,15,2023-10-12,31.48,C0466,472.2
INV578091,PROD029,11,2023-05-21,5.83,C0305,64.13
INV714969,PROD013,20,2023-03-25,22.94,C0142,458.8
INV679417,PROD021,1,2023-06-17,6.63,C0066,6.63
INV676850,PROD024,5,2023-07-12,16.11,C0245,80.55
INV286644,PROD041,14,2023-07-22,32.49,C0014,454.86
INV693092,PROD040,2,2023-06-15,32.36,C0168,64.72
INV857886,PROD037,2,2023-01-29,44.22,C0388,88.44
INV246707,PROD046,5,2023-02-04,25.09,C0368,125.45
INV196321,PROD007,17,2023-05-01,8.59,C0078,146.03
INV460262,PROD024,12,2023-07-31,17.24,C0387,206.88
INV650166,PROD005,16,2023-02-01,20.33,C0385,325.28
INV962816,PROD042,13,2023-10-08,34.88,C0214,453.44000000000005
INV338442,PROD014,15,2023-05-14,8.37,C0046,125.54999999999998
INV983837,PROD004,18,2023-11-26,1.7,C0123,30.599999999999998
INV895373,PROD015,16,2023-04-23,2.6,C0358,41.6
INV506349,PROD010,5,2023-06-15,25.28,C0120,126.4
INV616137,PROD041,13,2023-05-29,1.45,C0388,18.849999999999998
INV309845,PROD043,14,2023-01-21,27.73,C0013,388.22
INV107499,PROD003,7,2023-09-09,11.86,C0302,83.02
INV633881,PROD045,3,2023-07-08,29.29,C0179,87.87
INV107706,PROD011,13,2023-10-02,11.03,C0461,143.39
INV492482,PROD041,20,2023-10-12,14.43,C0469,288.6
INV368727,PROD025,6,2023-11-08,41.82,C0262,250.92000000000002
INV224956,PROD013,11,2023-07-21,44.95,C0172,494.45000000000005
INV783051,PROD019,15,2023-11-05,1.93,C0334,28.95
INV143683,PROD033,13,2023-02-27,10.63,C0344,138.19
INV871440,PROD007,7,2023-10-19,10.41,C0199,72.87
INV478471,PROD020,7,2023-06-05,44.39,C0383,310.73
INV327337,PROD004,8,2023-05-10,28.56,C0238,228.48
INV450153,PROD002,10,2023-04-03,1.11,C0262,11.100000000000001
INV509735,PROD032,13,2023-08-23,36.14,C0106,469.82
INV688072,PROD049,6,2023-09-03,46.08,C0309,276.48
INV100283,PROD019,8,2023-02-24,4.34,C0306,34.72
INV387552,PROD002,20,2023-01-06,2.98,C0437,59.6
INV267234,PROD001,10,2023-10-18,22.53,C0477,225.3
INV543721,PROD004,12,2023-04-08,11.16,C0050,133.92000000000002
INV123482,PROD024,3,2023-12-01,14.36,C0380,43.08
INV579123,PROD003,4,2023-05-15,15.45,C0153,61.8
INV931271,PROD014,4,2023-12-16,46.01,C0477,184.04
INV860017,PROD031,6,2023-02-14,1.21,C0016,7.26
INV383185,PROD030,19,2023-05-20,34.9,C0121,663.1
INV260741,PROD045,19,2023-12-21,24.25,C0012,460.75
INV138966,PROD005,13,2023-01-16,34.06,C0111,442.78000000000003
INV704777,PROD028,15,2023-01-07,20.92,C0255,313.8
INV844385,PROD003,3,2023-05-24,47.99,C0460,143.97
INV125598,PROD047,16,2023-05-17,10.53,C0145,168.48
INV949717,PROD018,7,2023-08-18,12.12,C0344,84.83999999999999
INV686095,PROD042,2,2023-08-11,43.74,C0001,87.48
INV400434,PROD045,16,2023-01-25,39.7,C0488,635.2
INV671044,PROD006,20,2023-08-30,18.68,C0187,373.6
INV252773,PROD024,12,2023-10-04,36.45,C0084,437.40000000000003
INV521296,PROD048,12,2023-10-25,20.65,C0165,247.79999999999998
INV953779,PROD030,12,2023-03-17,38.48,C0191,461.76
INV477832,PROD049,16,2023-07-28,33.95,C0345,543.2
INV448970,PROD028,3,2023-03-12,30.31,C0493,90.92999999999999
INV813385,PROD023,15,2023-10-04,22.81,C0474,342.15
INV252096,PROD003,11,2023-11-17,25.56,C0085,281.15999999999997
INV992440,PROD022,18,2023-03-23,31.82,C0307,572.76
INV964745,PROD037,5,2023-04-16,48.87,C0409,244.35
INV625738,PROD026,3,2023-02-27,41.26,C0355,123.78
INV367090,PROD003,17,2023-01-03,5.64,C0279,95.88
INV844229,PROD036,6,2023-12-17,37.12,C0479,222.71999999999997
INV675092,PROD022,16,2023-07-11,6.29,C0404,100.64
INV329713,PROD026,17,2023-07-21,33.02,C0480,561.34
INV336783,PROD023,14,2023-02-24,34.55,C0296,483.69999999999993
INV889912,PROD042,15,2023-12-22,8.21,C0328,123.15
INV938792,PROD046,1,2023-09-16,44.71,C0097,44.71
